"id","sku","id_fonarte","clave_precio","artista","album","genero","genero2","genero3","categoria","play","spotify","itunes","amazon","google","amazon_mu","youtube","deezer","tidal","ruta_img","ruta_img_2","video","descripcion","fecha_alta","hora_alta","prendido","estatus","firelink","p","promo"
"1355","7509841277631","CDDP-7763","CDDP","La Barranca","El Alacrán (feat. Banda Sinfónica Municipal de Aguascalientes)","36","35","33","1","Si","https://open.spotify.com/album/3oQvGJ6xSkB1C0DBQvlt5C?si=81wi0RKyTFGy53u-DyBCYw","https://music.apple.com/mx/album/alacr%C3%A1n-feat-banda-sinf%C3%B3nica-municipal-aguascalientes/1526503901","https://www.amazon.com/-/es/Barranca/dp/B08FD96ZP8/ref=sr_1_1?__mk_es_US=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=La+Barranca+El+Alacr%C3%A1n&qid=1597419673&s=dmusic&sr=1-1",NULL,"https://music.amazon.com.mx/albums/B08FD96ZP8?ref=dm_sh_bc34-8d33-dmcp-74ad-638cc&musicTerritory=MX&marketplaceId=A1AM78C64UM0Y8","https://music.youtube.com/playlist?list=OLAK5uy_kQlxZAOCX1n4dCbiGxXW8yxFehRnUl-eU","https://www.deezer.com/album/165668412?utm_source=deezer&utm_content=album-165668412&utm_term=2706165622_1597419859&utm_medium=web","https://tidal.com/browse/track/151275035","img/caratulas/2020_08_12_09_15_21__7509841277631.jpeg",NULL,NULL,"El Alacrán es el tercer corte del proyecto FRAGOR. La Barranca junto con la Banda Sinfónica Municipal de Aguascalientes.","2020-08-20","22:21:02","0","DIGITAL","Si",NULL,NULL
"1360","7509841277679","CDDP-7767","DVDF","La Barranca","Fragor (feat. Banda Sinfónica Municipal de Aguascalientes)","36","35","49","1","Si","https://open.spotify.com/album/0g61jRGAioPtMWSrby0oEa?si=1zJPm5gGQha50lbgHS4niA","https://music.apple.com/mx/album/fragor-feat-banda-sinf%C3%B3nica-municipal-de-aguascalientes/1528228748","https://www.amazon.com/-/es/Barranca/dp/B08G7G7K4P/ref=mp_s_a_1_1?dchild=1&keywords=La+Barranca+fragor&qid=1598597943&sr=8-1","https://www.amazon.com.mx/FRAGOR-BARRANCA/dp/B09BK78YS6/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2FG90PTT9Z5U2&keywords=barranca+fragor&qid=1681498040&sprefix=barranca+fragor%2Caps%2C144&sr=8-1","https://music.amazon.com.mx/albums/B08G7G7K4P?ref=dm_sh_80eb-3ea2-dmcp-2e5e-b3a6f&musicTerritory=MX&marketplaceId=A1AM78C64UM0Y8","https://music.youtube.com/playlist?list=OLAK5uy_k0BrlsbOzPnUdBIYye46l4WOxk2s2g74Q","https://deezer.page.link/oALZKHU5iRZ1Gf1S8","https://tidal.com/browse/album/152335241","img/caratulas/2020_08_26_10_33_17__7509841277679.jpeg",NULL,"https://www.youtube.com/watch?v=Jm65L4GkI_g","La Barranca proyecto sinfónico con la Banda Sinfónica Municipal de Aguascalientes.
Disponible en formato físico!!!","2023-04-14","11:47:00","0","ACTIVO","Si",NULL,NULL
"1403","7509841318167","CDFL-1816","DVDF","La Barranca","Entre la Niebla","36","49","49","1","Si","https://open.spotify.com/album/6pOhR6mf1a0NpHrurPmjgk?si=Gp54k9dSQKeTe3BS0xI2bw","https://music.apple.com/mx/album/entre-la-niebla/1542284836","https://www.amazon.com/-/es/Barranca/dp/B08P6YL83M/ref=sr_1_1?__mk_es_US=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=La+Barranca+Entre+la+Niebla&qid=1607666657&s=dmusic&sr=1-1","https://www.amazon.com.mx/ENTRE-NIEBLA-BARRANCA/dp/B097NN8J2V/ref=sr_1_fkmr0_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1SC08PEPJ3YPS&keywords=barranca+entre+la+niebla&qid=1681497795&sprefix=barranca+entre+la+niebla%2Caps%2C161&sr=8-2-fkmr0","https://music.amazon.com.mx/albums/B08P6YL83M","https://music.youtube.com/playlist?list=OLAK5uy_lp2AFhUP9EKV3_JlZLFYoZEmltanwpijs","https://deezer.page.link/hp2ZjFn9r3c84y6r5","https://tidal.com/browse/album/163821926","img/caratulas/2020_12_10_08_15_29__7509841318167.jpeg",NULL,"https://www.youtube.com/watch?v=WvdFe18kQhY","LA BARRANCA presenta Entre la Niebla, nueva producción discográfica con música original, diciembre 2020

A mediados de 2020, ante las restricciones impuestas a la actividad musical de concierto por la pandemia global de COVID 19, la banda mexicana de rock La Barranca enfoca sus energías en la producción de un nuevo álbum de estudio. De esta manera completa una trilogía de producciones discográficas dadas a conocer en el 2020 con dos discos de versiones a piezas de su repertorio: Fragor, un álbum de versiones orquestales arregladas e interpretadas por la Banda Sinfónica de Aguascalientes; y Nocturno, un disco de remixes electrónicos a cargo de DJ Noorbac. Entre la Niebla cierra esta trilogía, y lo hace con 10 temas de música nueva, originales de José Manuel Aguilera.
Entre la Niebla es arreglado y producido por la propia banda y es grabado y mezclado en CDMX por el multi ganador del Grammy Latino, Eduardo Del Águila.

Aunque echa mano de materiales, ideas, fragmentos de canciones e incluso montajes previos, el trabajo de Entre la Niebla inicia formalmente el 14 de abril de 2020. El grueso de la escritura tiene lugar en Valle de Bravo en los meses siguientes, casi en paralelo con el trabajo de arreglos, que se hace a distancia, compartiendo archivos digitalmente. Las bases del disco fueron grabadas en CDMX en la semana del 14 al 18 de septiembre; los pianos el 9 de octubre; instrumentos adicionales y voces se grabaron en los estudios personales de la banda en las semanas siguientes. En ningún punto del proceso estuvieron los cinco integrantes de La Barranca en el mismo espacio físico.

El disco ha sido grabado exclusivamente por los cinco integrantes de la banda:

José Manuel Aguilera: voz, guitarra, loops, sintetizadores extra
Adolfo Romero: guitarra, Prophet en Este Amor
Ernick Romero: bajo, contrabajo, bajo Moog, coros
Yann Zaragoza: piano eléctrico, piano, sintetizadores
Abraham Mendez: batería, percusión

Teniendo como única invitada la voz de Cecilia Toussaint

Grabación bases: Eduardo Del Águila, Estudio Chapelle
Mezcla: Eduardo Del Águila, Monomix Estudio, CDMX
Master: Harris Newman, Greymarket Mastering, Montreal

La portada de Entre la Niebla está ilustrada con un detalle de la obra Cuerpos Flotantes, del conocido artista plástico Francisco Larios.

","2023-04-14","11:42:04","0","ACTIVO","Si",NULL,NULL
"1511","7509841000123","LP-12","LP5","La Barranca","Entre la Niebla - Vinil","36","49","49","3","Si",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"img/caratulas/2021_09_21_09_39_50__LP-12.jpg","img/caratulas/2021_09_21_09_39_50__LP-12.jpg",NULL,"Presenta en exclusiva el nuevo álbum de la banda mexicana La Barranca, ""Entre La Niebla"", se trata de un vinyl splatter de edición limitada a 500 copias numeradas. Entre la niebla es el duodécimo álbum de estudio del grupo mexicano de rock La Barranca. Este material musical se lanzó el 11 de diciembre de 2020 en plataformas digitales. Es el primer álbum de estudio en el cual participa su más reciente baterista, Abraham Mendoza. En Entre la Niebla se deja lo instrumental y vuelven con 10 canciones inéditas: ?El disco? suena curioso, pero ya lo dije y obviamente ustedes ya lo habían deducido: lo que nos proponemos hacer es un disco, un álbum, aunque dicen que la gente ya no oye discos, que ya no tiene tiempo ni capacidad de atención para oír álbumes completos, sino sólo canciones aisladas. Nosotros estamos pensando en un disco. Justo antes de que iniciara la pandemia nos habíamos juntado ya, en Valle de Bravo, para trabajar en un par de canciones nuevas, bajo la idea vaga de hacer un EP? Pero esos eran planes pre-Covid?, comentó Aguilera.

Las bases del disco fueron grabadas en la ciudad de México en la semana del 14 al 18 de septiembre. Los pianos se realizaron el 9 de octubre. Mientras que instrumentos adicionales y voces se grabaron en los estudios personales de la banda en las semanas siguientes. En ningún punto del proceso estuvieron los cinco integrantes de La Barranca en el mismo espacio físico.

Para este material, La Barranca se compone por José Manuel Aguilera, Adolfo y Ernick Romero, Yann Zaragoza y Abraham Mendez, como invitada especial (así como en shows) Cecilia Toussaint. La portada corrió a cargo de Francisco Larios y lo que observamos es la obra llamada Cuerpos Flotantes.

El diseño del vinyl fue por Kraken Khan. 

El álbum cuenta con una duración de 42 minutos distribuidos en 10 canciones totalmente nuevas.

Track List:

01 Sueño de Orquídea
02 Máscara de Relámpago
03 Entre la Niebla I
04 Nada Tiene Paz
05 Pandemónium
06 Sin Temor Ni Esperanza
07 Afrodita
08 Ocaso
09 Este Amor
10 Entre La Niebla II","2021-09-21","09:43:43","0","ACTIVO","Si",NULL,NULL
"1512","7509841000116","LP-11","LP5","La Barranca","Rueda de los Tiempos - Vinil","36","49","49","3","Si",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"img/caratulas/2021_09_27_10_08_44__IMG_6394.JPG","img/caratulas/2021_09_21_09_42_36__LP-11.jpg",NULL,"Rueda de los Tiempos, Reedición 2021 en vinyl de Color Azul, limitada a 200 copias.

Rueda de los tiempos es el tercer álbum de estudio del grupo de rock mexicano La Barranca. Sin duda uno de los trabajos más diversos en cuanto a estilo se refiere de la banda, considerado por ellos como su mejor trabajo a la fecha.

 

""Hace 20 años se editó Rueda de los tiempos, tercera placa de La Barranca, álbum que hoy es objeto de una edición en vinil (180 gramos, color azul, edición limitada a 200 copias) vía el Club del Rock & Roll. Es, ahora lo podemos ver, un disco preparatorio para una transición de la agrupación y del cual se han desprendido temas ya clásicos en el repertorio de la misma como ?Caravana?, ?La fuga de Rubén? y ?Llueve?, entre otros.

A propósito de esta edición, presentamos un track por track, comentado brevemente por José Manuel Aguilera y tomado de mi libro La vida en La Barranca (Ediciones Stella, 2008). 

Track List:

A01 Déja Vu
A02 Caravana
A03 Tambor
A04 Paraíso Elemental
A05 Jardín del Tiempo
A06 Prisma
A07 Marte

B01 La Fuga de Rubén
B02 Llueve
B03 Estallido
B04 Vuelta Interminable
B05 Tórname
B06 Dentro de un Siglo
B07 Bagdad (Bonus Track)","2022-03-07","10:11:51","0","INACTIVO","Si",NULL,NULL
"1524","MXF601800142","CDDP-1789","CDDR","La Barranca","Manos","36","49","49","5","No","https://open.spotify.com/track/7cFXU8E8PM0XogtBOjrqkg?si=cf5992481f784986","https://music.apple.com/mx/album/manos/1348841170?i=1348841930","https://www.amazon.com/-/es/dp/B07CPZSDY1/ref=sr_1_15?__mk_es_US=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=lo+eterno+la+barranca&qid=1634326610&s=dmusic&sr=1-15",NULL,NULL,"https://music.youtube.com/watch?v=j7LytMsmn74&feature=share","https://deezer.page.link/Nyd9Q8cf3aSFZjak8","https://tidal.com/browse/track/88090686","img/caratulas/2021_10_15_12_42_42__2018_02_16_10_51_41__7509841275057.jpeg",NULL,NULL,NULL,"2021-10-15","12:44:35","0","DIGITAL","Si",NULL,NULL
"1525","MXF602000334","CDDP-7743","CDDR","La Barranca","La Resistencia ","36","49","49","5","No","https://open.spotify.com/track/1YHPnDwrruY7GYTDHKZBfe?si=Msi0eqwwRQeCsxN2dcsFvw&utm_source=copy-link","https://music.apple.com/mx/album/la-resistencia-feat-banda-sinf%C3%B3nica-municipal-de/1528228748?i=1528228753&l=en","https://www.amazon.com/dp/B08G892GQR/ref=mp_s_a_1_7?dchild=1&keywords=la+barranca+la+resistencia&qid=1634848728&sr=8-7",NULL,"https://music.amazon.com.mx/albums/B08G7G7K4P?marketplaceId=ART4WZ8MWBX2Y&musicTerritory=MX&ref=dm_sh_YpHmeAo5Xrgbsx4O4VI0k58cp&trackAsin=B08G892GQR","https://music.youtube.com/watch?v=JazubPjX3Ww&feature=share","https://deezer.page.link/aeWastJjWhAXQXZL9","https://tidal.com/browse/track/152335246","img/playlist/2021_10_21_13_17_59__2020_08_26_10_33_17__7509841277679.jpeg",NULL,NULL,"Con la Banda Municipal Sinfónica de Aguascalientes","2021-10-21","18:42:56","0","DIGITAL","Si",NULL,NULL
"1582","MXF602000660","CDFL-1816","CDFL","La Barranca","Máscara de Relámpago - Single","1","49","49","5","Si","https://open.spotify.com/track/3NQeg9Lg4r9MfpvHVS7MGL?si=309e654491db41a3","https://music.apple.com/mx/album/m%C3%A1scara-de-rel%C3%A1mpago/1542284836?i=1542284838","https://www.amazon.com/dp/B08P6YL83M/ref=dm_rwp_pur_lnd_albm_unrg",NULL,"https://amazon.com/music/player/albums/B08P6YL83M?marketplaceId=ATVPDKIKX0DER&musicTerritory=US&ref=dm_sh_nIafdk8SiT76OWCuC39GYuE3t&trackAsin=B08P6WZFS1","https://music.youtube.com/watch?v=WvdFe18kQhY&feature=share","https://deezer.page.link/pxsGktGrJN2CcrxC7","https://tidal.com/browse/track/163821928","img/caratulas/2022_05_03_13_49_58__2020_12_10_08_15_29__7509841318167.jpg",NULL,"https://www.youtube.com/watch?v=XvhPRf7t_dw",NULL,"2022-05-03","13:45:01","0","DIGITAL","Si",NULL,NULL
"1583","MXF602000662","CDFL-1816","CDFL","La Barranca","Nada Tiene Paz - Single","36","49","49","5","Si","https://open.spotify.com/track/19MOpDEtHWQZCICVLW4zVN?si=8809add51a9a4f26","https://music.apple.com/mx/album/nada-tiene-paz/1542284836?i=1542284840","https://www.amazon.com/dp/B08P6YL83M/ref=dm_rwp_pur_lnd_albm_unrg",NULL,"https://amazon.com/music/player/albums/B08P6YL83M?marketplaceId=ATVPDKIKX0DER&musicTerritory=US&ref=dm_sh_FmzY1PTFPjoIiEo7gGFjpQHFP&trackAsin=B08P6XNRC9","https://music.youtube.com/watch?v=5yWs8Zqz20k&feature=share","https://deezer.page.link/yLzHQHKYYw67Ud6z8","https://tidal.com/browse/track/163821930","img/caratulas/2022_05_03_13_55_10__2020_12_10_08_15_29__7509841318167.jpg",NULL,"https://www.youtube.com/watch?v=XSD2m0f8v2w",NULL,"2022-05-03","13:49:58","0","DIGITAL","Si",NULL,NULL
"1584","MXF602000660","CDFL-1816","CDDP","La Barranca","Máscara de Relámpago","36","49","49","2","Si",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"img/caratulas/2022_05_03_14_17_58__2020_12_10_08_15_29__7509841318167.jpeg",NULL,NULL,NULL,"2022-05-03","14:15:52","0","DIGITAL","Si",NULL,NULL
"1585","MXF602000662","CDFL-1816","CD3FL","La Barranca","Nada Tiene Paz","36","49","49","2","Si",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"img/caratulas/2022_05_03_14_21_41__2020_12_10_08_15_29__7509841318167.jpeg",NULL,NULL,NULL,"2022-05-03","14:20:34","0","DIGITAL","Si",NULL,NULL
