7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','7','MXF602000358','LA RONDA','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','8','MXF602000359','LA MAESTRA','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','9','MXF602000360','LAS SIETE','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','10','MXF602000361','SALUDO','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','11','MXF602000362','ADIVINANZAS','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','12','MXF602000363','ARRULLO','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','13','MXF602000364','EL COCHINITO','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','14','MXF602000365','DO RE MI','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','15','MXF602000366','LA PARCELA','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','16','MXF602000367','LA FAMILIA','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277471','CDDP-7747','MARCOS LIZAMA','CANCIONES PARA UN NIÑO COMO TÚ','17','MXF602000368','FINAL','INFANTIL','DISCOS NERVIO','Fonarte Latino SA de CV','1973','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','1','MXF602000369','TIEMBLA LA TIERRA (SIN DESPRECIO)','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','2','MXF602000370','CIUDAD PERDIDA','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','3','MXF602000371','DESCONTROL','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','4','MXF602000372','NUESTROS CONTRARIOS','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','5','MXF602000373','MIENTES','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','6','MXF602000374','UNA FLOR EN EL ESCOMBRO','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277488','CDDP-7748','RUDE BOYS','TIEMBLA LA TIERRA','7','MXF602000375','LLAMAS A MI','SKA','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277495','CDDP-7749','LOS MUSICOS DE JOSE','MIRA MIRA - SINGLE','1','MXF602000167','MIRA MIRA','funk','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277501','CDDP-7750','ZAIRA FRANCO','SOY ARENA - SINGLE','1','MXF602000376','SOY ARENA','Boleros','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','1','MXF602000377','EL CÉLEBRE (OBERTURA)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','2','MXF602000378','LA MÚSICA MEXICANA (VALONA Y ROSITA)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','3','MXF602000379','DANZAS (SONES DE TAMBORILEROS)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','4','MXF602000380','COMALCALCO (CANCIÓN CHONTAL)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','5','MXF602000381','EL MARACUMBÉ (SON CALENTANO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','6','MXF602000382','HILOS DE HISTORIAS (GUSTO CALENTANO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','7','MXF602000383','LA JARDINERA (CANCIÓN HUASTECA)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','8','MXF602000384','EL CIRCO (POLKA NORTEÑA)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','9','MXF602000385','NO HAY NOVEDAD (BOLERO NORTEÑO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','10','MXF602000386','MEDIU XIGHA (SON ITSMEÑO ZAPOTECO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','11','MXF602000387','XOCHIPITZAHUATL (DANZA)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','12','MXF602000388','PETENERA (SON HUASTECO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','13','MXF602000389','BARRETEROS (CHOTIS DEL BAJÍO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','14','MXF602000390','EL ZAPATERO (SON DE ARTESA)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','15','MXF602000391','COMO ME ACUERDO (POPURRÍ)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','16','MXF602000392','COMANCHE (SON DE LA DANZA DE HUEHUES)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277518','CDDP-7751','GORRIÓN SERRANO','TODO ES HORIZONTE Y CIELO','17','MXF602000393','CAIMÁN (SON HUASTECO)','FOLKLORE','Fonarte Latino SA de CV','Fonarte Latino SA de CV','2020','2020','
7509841277525','CDDP-7752','LA BARRANCA','SAN MIGUEL (FEAT. BANDA SINFÓNICA MUNICIPAL DE AGUASCALIENTES)','1','MXF602000394','SAN MIGUEL (FEAT. BANDA SINFÓNICA MUNICIPAL DE AGUASCALIENTES)','ROCK EN ESPAÑOL & ALTERNATIVO','Barranca Music','Fonarte Latino SA de CV','2020','2020'
