Start Date	12/26/2025
End Date	01/29/2026
Report Type	Apple Music
Storefront Name	Apple Identifier	Membership Type	Quantity	Net Royalty	Net Royalty Total	Currency	ISRC	Item Title	Item Artist	Item Type	Media Type	Vendor Identifier	Offline Indicator	Label/Studio/Network	Grid
CA	152428123	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600601105	Agua de Mar	Alejandro Santiago	0	1	MXF600601105	0	Fonarte Latino, S.A. de C.V.	
CA	152428364	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601089	Luna Nueva	Mauricio Diaz Hueso	0	1	MXF600601089	0	Fonarte Latino, S.A. de C.V.	
CA	152428375	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601094	Fue (Cancion Monosilaba)	Mauricio Diaz Hueso	0	1	MXF600601094	0	Fonarte Latino, S.A. de C.V.	
CA	152430340	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601190	AdiÃ³s, PartÃ­		0	1	MXF600601190	0	Fonarte Latino, S.A. de C.V.	
CA	152430342	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601192	No Soy el Hombre de tu Vida		0	1	MXF600601192	0	Fonarte Latino, S.A. de C.V.	
CA	152511307	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601404	Obsceno	Alejandro Santiago	0	1	MXF600601404	0	Fonarte Latino, S.A. de C.V.	
CA	153071535	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601602	Que Bonito Amor	Regina Orozco	0	1	MXF600601602	0	Fonarte Latino, S.A. de C.V.	
CA	153071551	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601606	Tlacoyo Con Co-k Lait	Regina Orozco	0	1	MXF600601606	0	Fonarte Latino, S.A. de C.V.	
CA	153071555	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601607	Virgen de Media Noche	Regina Orozco	0	1	MXF600601607	0	Fonarte Latino, S.A. de C.V.	
CA	153306974	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601721	Soledad	Santa Sabina	0	1	MXF600601721	0	Fonarte Latino, S.A. de C.V.	
CA	153307430	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601730	Frente al Espejo	Santa Sabina	0	1	MXF600601730	0	Fonarte Latino, S.A. de C.V.	
CA	153307484	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601731	Algo Cambia	Santa Sabina	0	1	MXF600601731	0	Fonarte Latino, S.A. de C.V.	
CA	153330536	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600601741	Bebidas Embriagantes (Aguascalientes)	Jimmy Jazz	0	1	MXF600601741	0	Fonarte Latino, S.A. de C.V.	
CA	153346248	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601763	Aventuras en el DF	Rod Levario	0	1	MXF600601763	0	Fonarte Latino, S.A. de C.V.	
CA	153346252	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600601764	Tiempo de HÃ­bridos	Rastrillos, Iraida Noriega	0	1	MXF600601764	0	Fonarte Latino, S.A. de C.V.	
CA	153346417	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600601768	El Feo	Tex Tex	0	1	MXF600601768	0	Fonarte Latino, S.A. de C.V.	
CA	153346551	Individual Monthly PAID	6	0.01001	0.06006	CAD	MXF600601771	Perro en el PerifÃ©rico	La Barranca	0	1	MXF600601771	0	Fonarte Latino, S.A. de C.V.	
CA	153346619	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600601772	No Tengo Tiempo	Rockdrigo GonzÃ¡lez	0	1	MXF600601772	0	Fonarte Latino, S.A. de C.V.	
CA	153616518	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600601891	28 de Enero	Alejandro GarcÃ­a "Virulo"	0	1	MXF600601891	0	Fonarte Latino, S.A. de C.V.	
CA	153616915	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600601690	Del Plato a la Boka	Lethal Funky	0	1	MXF600601690	0	Fonarte Latino, S.A. de C.V.	
CA	153616923	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601692	Chiapas Manifiesta	Atazta	0	1	MXF600601692	0	Fonarte Latino, S.A. de C.V.	
CA	153880573	Individual Monthly PAID	6	0.01001	0.06006	CAD	MXF600602425	Danza del MaÃ­z (Danza)	Sanampay	0	1	MXF600602425	0	Fonarte Latino, S.A. de C.V.	
CA	153880627	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602426	Embrujo (Marinera)	Sanampay	0	1	MXF600602426	0	Fonarte Latino, S.A. de C.V.	
CA	153880683	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600602428	Yo Te Nombro (CanciÃ³n)	Sanampay	0	1	MXF600602428	0	Fonarte Latino, S.A. de C.V.	
CA	154051620	Individual Monthly PAID	9	0.01001	0.09009	CAD	MXF600602455	Que Pena Siente el Alma (Vals)	Violeta Parra	0	1	MXF600602455	0	Fonarte Latino, S.A. de C.V.	
CA	154051847	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600602463	Donde EstÃ¡s, Prenda Querida (Tonada)	Violeta Parra	0	1	MXF600602463	0	Fonarte Latino, S.A. de C.V.	
CA	154054212	Individual Monthly PAID	5	0.01001	0.05005	CAD	MXF600602499	Hacerte Venir	Amaury PÃ©rez	0	1	MXF600602499	0	Fonarte Latino, S.A. de C.V.	
CA	154054595	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602503	Dame el OtoÃ±o	Amaury PÃ©rez	0	1	MXF600602503	0	Fonarte Latino, S.A. de C.V.	
CA	154054630	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602504	Cuando No EstÃ©s Con El	Amaury PÃ©rez	0	1	MXF600602504	0	Fonarte Latino, S.A. de C.V.	
CA	154054650	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602505	Adonde el Agua	Amaury PÃ©rez	0	1	MXF600602505	0	Fonarte Latino, S.A. de C.V.	
CA	156824471	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602743	Amaneceres	Los MÃºsicos de JosÃ©	0	1	MXF600602743	0	Fonarte Latino, S.A. de C.V.	
CA	156824512	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602745	Pedro	Los MÃºsicos de JosÃ©	0	1	MXF600602745	0	Fonarte Latino, S.A. de C.V.	
CA	156824987	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601966	Los Rusos	YucatÃ¡n A Go Go	0	1	MXF600601966	0	Fonarte Latino, S.A. de C.V.	
CA	156825020	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601968	La Playa	YucatÃ¡n A Go Go	0	1	MXF600601968	0	Fonarte Latino, S.A. de C.V.	
CA	156825165	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601972	La Playa (acapulques version)	YucatÃ¡n A Go Go	0	1	MXF600601972	0	Fonarte Latino, S.A. de C.V.	
CA	156825165	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601972	La Playa (acapulques version)	YucatÃ¡n A Go Go	0	1	MXF600601972	1	Fonarte Latino, S.A. de C.V.	
CA	159278134	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602176	Catalana	Alejandro Santiago	0	1	MXF600602176	0	Fonarte Latino, S.A. de C.V.	
CA	160452235	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600601790	Kombinacion de Estiloz (Sonora)	Next One	0	1	MXF600601790	0	Fonarte Latino, S.A. de C.V.	
CA	160452268	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601793	Lowrider Etno-Bass (Mexico city)	Ollin 13	0	1	MXF600601793	0	Fonarte Latino, S.A. de C.V.	
CA	160579829	Individual Monthly PAID	113	0.01001	1.13113	CAD	MXF600602067	Rompiendo el Silencio (Veracruz)	Mista G	0	1	MXF600602067	0	Fonarte Latino, S.A. de C.V.	
CA	160579860	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602074	Contra Guerra  (Monterrey)	Mr. Pitbull	0	1	MXF600602074	0	Fonarte Latino, S.A. de C.V.	
CA	161061202	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600602240	Fuera de Control (Nuevo Leon)	Gamberroz	0	1	MXF600602240	0	Fonarte Latino, S.A. de C.V.	
CA	161061202	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600602240	Fuera de Control (Nuevo Leon)	Gamberroz	0	1	MXF600602240	1	Fonarte Latino, S.A. de C.V.	
CA	167014096	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600290	El Barzon	Amparo Ochoa	0	1	MXF600600290	0	Fonarte Latino, S.A. de C.V.	
CA	167014096	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600290	El Barzon	Amparo Ochoa	0	1	MXF600600290	1	Fonarte Latino, S.A. de C.V.	
CA	167014206	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600297	Bola Suriana de la Muerte de Emiliano Zapata	Amparo Ochoa	0	1	MXF600600297	0	Fonarte Latino, S.A. de C.V.	
CA	167014224	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600600299	Jacinto Cenobio	Amparo Ochoa	0	1	MXF600600299	0	Fonarte Latino, S.A. de C.V.	
CA	167014732	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601314	El SacamandÃº (Son Huasteco)	Los Folkloristas	0	1	MXF600601314	0	Fonarte Latino, S.A. de C.V.	
CA	167016026	Individual Monthly PAID	6	0.01001	0.06006	CAD	MXF600600617	Hoy Ten Miedo de Mi	Mexicanto, Fernando Delgadillo	0	1	MXF600600617	0	Fonarte Latino, S.A. de C.V.	
CA	167016381	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600600494	Agua de Mar	Mexicanto	0	1	MXF600600494	0	Fonarte Latino, S.A. de C.V.	
CA	167021954	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601559	Sin Aliento	Santa Sabina	0	1	MXF600601559	0	Fonarte Latino, S.A. de C.V.	
CA	167024071	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600601568	Pasaba Por AquÃ­	Martha Isabel	0	1	MXF600601568	1	Fonarte Latino, S.A. de C.V.	
CA	168290001	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602585	Baby Come Back	Chalice	0	1	MXF600602585	0	Fonarte Latino, S.A. de C.V.	
CA	168290096	Individual Monthly PAID	7	0.01001	0.07007	CAD	MXF600602587	Pocomania Day	Chalice	0	1	MXF600602587	0	Fonarte Latino, S.A. de C.V.	
CA	170859524	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602876	1.2	Eufemia	0	1	MXF600602876	0	Fonarte Latino, S.A. de C.V.	
CA	178764940	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600600001	El Barzon	Amparo Ochoa	0	1	MXF600600001	0	Fonarte Latino, S.A. de C.V.	
CA	178764968	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600002	Tierra Humeda	Amparo Ochoa	0	1	MXF600600002	1	Fonarte Latino, S.A. de C.V.	
CA	178764968	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600002	Tierra Humeda	Amparo Ochoa	0	1	MXF600600002	0	Fonarte Latino, S.A. de C.V.	
CA	178765029	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600003	A Que Le Tiras Cuando SueÃ±as Mexicano	Amparo Ochoa	0	1	MXF600600003	1	Fonarte Latino, S.A. de C.V.	
CA	178765029	Individual Monthly PAID	5	0.01001	0.05005	CAD	MXF600600003	A Que Le Tiras Cuando SueÃ±as Mexicano	Amparo Ochoa	0	1	MXF600600003	0	Fonarte Latino, S.A. de C.V.	
CA	178765066	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600004	El Negro Manuel Antonio	Amparo Ochoa	0	1	MXF600600004	0	Fonarte Latino, S.A. de C.V.	
CA	178765101	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600600005	Bola Suriana de la Muerte de Emiliano Zapata	Amparo Ochoa	0	1	MXF600600005	0	Fonarte Latino, S.A. de C.V.	
CA	178765101	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600600005	Bola Suriana de la Muerte de Emiliano Zapata	Amparo Ochoa	0	1	MXF600600005	1	Fonarte Latino, S.A. de C.V.	
CA	178765145	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600006	La Maldicion de la Malinche	Amparo Ochoa	0	1	MXF600600006	1	Fonarte Latino, S.A. de C.V.	
CA	178765145	Individual Monthly PAID	9	0.01001	0.09009	CAD	MXF600600006	La Maldicion de la Malinche	Amparo Ochoa	0	1	MXF600600006	0	Fonarte Latino, S.A. de C.V.	
CA	178765184	Individual Monthly PAID	5	0.01001	0.05005	CAD	MXF600600007	Jugar a la Vida	Amparo Ochoa	0	1	MXF600600007	0	Fonarte Latino, S.A. de C.V.	
CA	178765243	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600008	La Prietita Clara	Amparo Ochoa	0	1	MXF600600008	0	Fonarte Latino, S.A. de C.V.	
CA	178765318	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600600010	Cancion para Despertar a un Negrito	Amparo Ochoa	0	1	MXF600600010	0	Fonarte Latino, S.A. de C.V.	
CA	178765402	Individual Monthly PAID	17	0.01001	0.17017	CAD	MXF600600011	Mi Abuelo	Amparo Ochoa	0	1	MXF600600011	0	Fonarte Latino, S.A. de C.V.	
CA	178765440	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600600012	Quiero	Amparo Ochoa	0	1	MXF600600012	0	Fonarte Latino, S.A. de C.V.	
CA	180112486	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600600247	Tierra Mestiza	Los Folkloristas	0	1	MXF600600247	0	Fonarte Latino, S.A. de C.V.	
CA	180112944	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600251	Male Severiana (Pirecua - MichoacÃ¡n)	Los Folkloristas	0	1	MXF600600251	0	Fonarte Latino, S.A. de C.V.	
CA	184244282	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600357	AdiÃ³s Pueblo de Ayacucho (Huayno, PerÃº)	Los Folkloristas	0	1	MXF600600357	0	Fonarte Latino, S.A. de C.V.	
CA	184735469	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600365	El Cascabel (Son Jarocho, MÃ©xico)	Los Folkloristas	0	1	MXF600600365	0	Fonarte Latino, S.A. de C.V.	
CA	186139487	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602792	Jacinto Cenobio	Amparo Ochoa	0	1	MXF600602792	0	Fonarte Latino, S.A. de C.V.	
CA	186139522	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602793	La Calaca	Amparo Ochoa	0	1	MXF600602793	1	Fonarte Latino, S.A. de C.V.	
CA	186139522	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600602793	La Calaca	Amparo Ochoa	0	1	MXF600602793	0	Fonarte Latino, S.A. de C.V.	
CA	186139665	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602796	La MaldiciÃ³n de la Malinche	Amparo Ochoa	0	1	MXF600602796	0	Fonarte Latino, S.A. de C.V.	
CA	187094116	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600600915	Nunca SabrÃ¡s	Alejandro Santiago	0	1	MXF600600915	0	Fonarte Latino, S.A. de C.V.	
CA	187094291	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600600924	Para una Despedida	Alejandro Santiago	0	1	MXF600600924	0	Fonarte Latino, S.A. de C.V.	
CA	187094345	Individual Monthly PAID	5	0.01001	0.05005	CAD	MXF600600925	Por Si No Te Vuelvo a Ver	Alejandro Santiago	0	1	MXF600600925	0	Fonarte Latino, S.A. de C.V.	
CA	188300066	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600602200	Escalera	Monocordio	0	1	MXF600602200	0	Fonarte Latino, S.A. de C.V.	
CA	188300099	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600602201	Siento	Monocordio	0	1	MXF600602201	0	Fonarte Latino, S.A. de C.V.	
CA	188794636	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600602902	BÃ©sala	David Filio	0	1	MXF600602902	0	Fonarte Latino, S.A. de C.V.	
CA	256542887	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600700007	AndrÃ³meda	Mexicanto	0	1	MXF600700007	0	Fonarte Latino, S.A. de C.V.	
CA	256542922	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600700009	Agua de Mar	Mexicanto	0	1	MXF600700009	0	Fonarte Latino, S.A. de C.V.	
CA	256548197	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600603014	Ella y Yo-Habaname	Carlos Varela	0	1	MXF600603014	0	Fonarte Latino, S.A. de C.V.	
CA	257289004	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700100	Por Si No Te Vuelvo a Ver	Alejandro Santiago	0	1	MXF600700100	0	Fonarte Latino, S.A. de C.V.	
CA	257289099	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700102	Delirio	Gerardo Pablo	0	1	MXF600700102	0	Fonarte Latino, S.A. de C.V.	
CA	257289341	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700103	En Estos DÃ­as	Tres Tristes Tigres	0	1	MXF600700103	0	Fonarte Latino, S.A. de C.V.	
CA	257289366	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700104	Julieta	Fernando Delgadillo	0	1	MXF600700104	0	Fonarte Latino, S.A. de C.V.	
CA	257289766	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700108	Soy el Mismo	David Filio	0	1	MXF600700108	0	Fonarte Latino, S.A. de C.V.	
CA	257289830	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600700111	La Recuerdo AsÃ­	Edgar Oceransky	0	1	MXF600700111	0	Fonarte Latino, S.A. de C.V.	
CA	266250419	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700249	Mar Abierto	Edel JuÃ¡rez	0	1	MXF600700249	0	Fonarte Latino, S.A. de C.V.	
CA	266250658	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700251	Mejor la Cama Destendida / La Recuerdo AsÃ­ (feat. Edgar Oceransky)	Edel JuÃ¡rez	0	1	MXF600700251	0	Fonarte Latino, S.A. de C.V.	
CA	266250747	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700253	Nunca Son Mis Pasos / Me Gusta Su Sonrisa (feat. Armando Rosas)	Edel JuÃ¡rez	0	1	MXF600700253	0	Fonarte Latino, S.A. de C.V.	
CA	266251075	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600700255	El Le Pertenece a Ella / TorciÃ³ Camino Al Mar (feat. Mexicanto)	Edel JuÃ¡rez	0	1	MXF600700255	0	Fonarte Latino, S.A. de C.V.	
CA	266251126	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600700256	Mientras Dure	Edel JuÃ¡rez	0	1	MXF600700256	0	Fonarte Latino, S.A. de C.V.	
CA	280930602	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600700408	Por los Arrabales	Jaime LÃ³pez	0	1	MXF600700408	0	Fonarte Latino, S.A. de C.V.	
CA	289351768	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800013	Ofrenda al Culto (Danza)	Ernesto Cavour	0	1	MXF600800013	0	Fonarte Latino, S.A. de C.V.	
CA	289351830	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800014	Golpe en Tierra (Villancico)	Ernesto Cavour	0	1	MXF600800014	0	Fonarte Latino, S.A. de C.V.	
CA	289351953	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800016	Leyenda de la Kantuta (Leyenda)	Ernesto Cavour	0	1	MXF600800016	0	Fonarte Latino, S.A. de C.V.	
CA	289351963	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800017	Punteado (estudio Para Charango)	Ernesto Cavour	0	1	MXF600800017	0	Fonarte Latino, S.A. de C.V.	
CA	289352032	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800018	LeÃ±o Verde (Carnaval)	Ernesto Cavour	0	1	MXF600800018	0	Fonarte Latino, S.A. de C.V.	
CA	289352139	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800019	El Caballo, la Patada y el Perrito (Tormento)	Ernesto Cavour	0	1	MXF600800019	0	Fonarte Latino, S.A. de C.V.	
CA	289352198	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800020	Cueca Destrozada (Ritmo de Cueca)	Ernesto Cavour	0	1	MXF600800020	0	Fonarte Latino, S.A. de C.V.	
CA	289352260	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800021	Piedras Peregrinas (solo de Charango)	Ernesto Cavour	0	1	MXF600800021	0	Fonarte Latino, S.A. de C.V.	
CA	289352306	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600800023	Camino Con Piedras (Leyenda)	Ernesto Cavour	0	1	MXF600800023	0	Fonarte Latino, S.A. de C.V.	
CA	292528409	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800012	JardÃ­n Abandonado (Huayno)	Jaime Guardia	0	1	MXF600800012	0	Fonarte Latino, S.A. de C.V.	
CA	292661633	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800049	Quebrado	Pedro Aznar	0	1	MXF600800049	0	Fonarte Latino, S.A. de C.V.	
CA	292661699	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800054	DÃ©cimas	Pedro Aznar	0	1	MXF600800054	0	Fonarte Latino, S.A. de C.V.	
CA	292661703	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800055	Â¿No Es una Pena?	Pedro Aznar	0	1	MXF600800055	0	Fonarte Latino, S.A. de C.V.	
CA	292661707	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800057	Los Hermanos	Pedro Aznar	0	1	MXF600800057	0	Fonarte Latino, S.A. de C.V.	
CA	292661709	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800058	Confesiones de Invierno	Pedro Aznar	0	1	MXF600800058	0	Fonarte Latino, S.A. de C.V.	
CA	292661712	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800059	El Rey LlorÃ³	Pedro Aznar	0	1	MXF600800059	0	Fonarte Latino, S.A. de C.V.	
CA	292661715	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800060	Credulidad	Pedro Aznar	0	1	MXF600800060	0	Fonarte Latino, S.A. de C.V.	
CA	292661722	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800063	Amar y Dejar Partir	Pedro Aznar	0	1	MXF600800063	0	Fonarte Latino, S.A. de C.V.	
CA	292713748	Individual Monthly PAID	8	0.01001	0.08008	CAD	MXF600800149	El Musiquero (Zamba)	Los Folkloristas	0	1	MXF600800149	0	Fonarte Latino, S.A. de C.V.	
CA	292730751	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600800150	El Arbolito (Cueca)	Los Folkloristas	0	1	MXF600800150	0	Fonarte Latino, S.A. de C.V.	
CA	292749913	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800162	Jatari Quilotoa (Danza)	Los Folkloristas	0	1	MXF600800162	0	Fonarte Latino, S.A. de C.V.	
CA	292749914	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800163	Carnaval de Guaranda (Carnaval)	Los Folkloristas	0	1	MXF600800163	0	Fonarte Latino, S.A. de C.V.	
CA	292749915	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800164	Boquita ColorÃ¡ (Bomba)	Los Folkloristas	0	1	MXF600800164	0	Fonarte Latino, S.A. de C.V.	
CA	292749916	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800165	San Juanito de Otro Tiempo (Sanjuanito)	Los Folkloristas	0	1	MXF600800165	0	Fonarte Latino, S.A. de C.V.	
CA	292749917	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800166	Carabuela (Sanjuanito)	Los Folkloristas	0	1	MXF600800166	0	Fonarte Latino, S.A. de C.V.	
CA	292749918	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800167	A Donde Cansados Pies (Danzante)	Los Folkloristas	0	1	MXF600800167	0	Fonarte Latino, S.A. de C.V.	
CA	292749919	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800168	Taita Salasaca (Albazo)	Los Folkloristas	0	1	MXF600800168	0	Fonarte Latino, S.A. de C.V.	
CA	292749923	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800169	El Capariche (Albazo)	Los Folkloristas	0	1	MXF600800169	0	Fonarte Latino, S.A. de C.V.	
CA	292749924	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800170	Los Corazas (feat. Arturo Aguirre) [Yumbo]	Los Folkloristas	0	1	MXF600800170	0	Fonarte Latino, S.A. de C.V.	
CA	292749925	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800171	San Juanito de Otro Tiempo (feat. Arturo Aguirre) [Sanjuanito]	Los Folkloristas	0	1	MXF600800171	0	Fonarte Latino, S.A. de C.V.	
CA	292749941	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800172	Vasija de Barro (feat. Arturo Aguirre) [Danzante]	Los Folkloristas	0	1	MXF600800172	0	Fonarte Latino, S.A. de C.V.	
CA	292776067	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800184	AdiÃ³s Pueblo de Ayacucho (Huayno)	Los Folkloristas	0	1	MXF600800184	0	Fonarte Latino, S.A. de C.V.	
CA	292785921	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800187	Seis Tocuyano (Seis)	Los Folkloristas	0	1	MXF600800187	0	Fonarte Latino, S.A. de C.V.	
CA	292785922	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600800188	El Poco a Poco (Tamunangue)	Los Folkloristas	0	1	MXF600800188	0	Fonarte Latino, S.A. de C.V.	
CA	292785923	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800189	AdiÃ³s Mujer (FulÃ­a)	Los Folkloristas	0	1	MXF600800189	0	Fonarte Latino, S.A. de C.V.	
CA	292785924	Individual Monthly PAID	2	0.01001	0.02002	CAD	MXF600800190	Golpe Tocuyano (Golpe)	Los Folkloristas	0	1	MXF600800190	0	Fonarte Latino, S.A. de C.V.	
CA	292785925	Individual Monthly PAID	3	0.01001	0.03003	CAD	MXF600800191	Juana (Merengue)	Los Folkloristas	0	1	MXF600800191	0	Fonarte Latino, S.A. de C.V.	
CA	292785927	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800192	El Chinchorro (Corrido Llanero)	Los Folkloristas	0	1	MXF600800192	0	Fonarte Latino, S.A. de C.V.	
CA	292785928	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800193	La Guillermina (MalagueÃ±a)	Los Folkloristas	0	1	MXF600800193	0	Fonarte Latino, S.A. de C.V.	
CA	295735671	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800257	Soulfood	Fiusha	0	1	MXF600800257	0	Fonarte Latino, S.A. de C.V.	
CA	303594737	Individual Monthly PAID	1	0.01001	0.01001	CAD	MXF600800272	Los Imposibles	Ensamble Tierra Mestiza	0	1	MXF600800272	0	Fonarte Latino, S.A. de C.V.	
CA	303594895	Individual Monthly PAID	4	0.01001	0.04004	CAD	MXF600800279	DanzÃ³n 2	Ensamble Tierra Mestiza	0	1	MXF600800279	0	Fonarte Latino, S.A. de C.V.	
