Start Date	12/26/2025
End Date	01/29/2026
Report Type	Apple Music
Storefront Name	Apple Identifier	Membership Type	Quantity	Net Royalty	Net Royalty Total	Currency	ISRC	Item Title	Item Artist	Item Type	Media Type	Vendor Identifier	Offline Indicator	Label/Studio/Network	Grid
MX	768237630	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601301198	Mil Gracias por Amarme	Bobby Pulido	0	1	MXF601301198	0	Fonarte Latino, S.A. de C.V.	
MX	780865797	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601301253	Al Otro Lado de La Cama (Pista)	Lazcano Malo	0	1	MXF601301253	0	Fonarte Latino, S.A. de C.V.	
MX	780870026	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601301229	La Verdadera Historia de La Caperucita Roja	Lazcano Malo	0	1	MXF601301229	0	Fonarte Latino, S.A. de C.V.	
MX	780870027	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601301230	Los Canibalitos	Lazcano Malo	0	1	MXF601301230	0	Fonarte Latino, S.A. de C.V.	
MX	780870028	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601301231	El Blues del Perro Corriente	Lazcano Malo	0	1	MXF601301231	0	Fonarte Latino, S.A. de C.V.	
MX	780870029	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601301232	4 Gatos	Lazcano Malo	0	1	MXF601301232	0	Fonarte Latino, S.A. de C.V.	
MX	780870030	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601301233	El Reggae de Rodrigo	Lazcano Malo	0	1	MXF601301233	0	Fonarte Latino, S.A. de C.V.	
MX	780870032	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601301235	El Feo	Lazcano Malo	0	1	MXF601301235	0	Fonarte Latino, S.A. de C.V.	
MX	780870033	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601301236	Ella y Yo	Lazcano Malo	0	1	MXF601301236	0	Fonarte Latino, S.A. de C.V.	
MX	780870034	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601301237	Un Chico FÃ¡cil	Lazcano Malo	0	1	MXF601301237	0	Fonarte Latino, S.A. de C.V.	
MX	780870035	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601301238	El Monte de Venus	Lazcano Malo	0	1	MXF601301238	0	Fonarte Latino, S.A. de C.V.	
MX	805806711	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400022	Ajo!	Liliana Felipe	0	1	MXF601400022	0	Fonarte Latino, S.A. de C.V.	
MX	805806712	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400023	Nuestro Amor	Liliana Felipe	0	1	MXF601400023	0	Fonarte Latino, S.A. de C.V.	
MX	805806714	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400025	Las Suculentas	Liliana Felipe	0	1	MXF601400025	0	Fonarte Latino, S.A. de C.V.	
MX	805806718	Apple One Individual Monthly PAID	10	0.056829	0.56829	MXN	MXF601400029	EÌchenle Sal!	Liliana Felipe	0	1	MXF601400029	0	Fonarte Latino, S.A. de C.V.	
MX	805807424	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400007	A Su Merced	Liliana Felipe	0	1	MXF601400007	0	Fonarte Latino, S.A. de C.V.	
MX	805807425	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400008	Sirena con Patas	Liliana Felipe	0	1	MXF601400008	0	Fonarte Latino, S.A. de C.V.	
MX	805807427	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400010	TambieÌn La Belleza	Liliana Felipe	0	1	MXF601400010	0	Fonarte Latino, S.A. de C.V.	
MX	805807428	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400011	Elotitos Tiernos	Liliana Felipe	0	1	MXF601400011	0	Fonarte Latino, S.A. de C.V.	
MX	805807430	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400013	Mala	Liliana Felipe	0	1	MXF601400013	0	Fonarte Latino, S.A. de C.V.	
MX	805807430	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400013	Mala	Liliana Felipe	0	1	MXF601400013	1	Fonarte Latino, S.A. de C.V.	
MX	805807508	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400032	Las HisteÌricas	Liliana Felipe	0	1	MXF601400032	0	Fonarte Latino, S.A. de C.V.	
MX	820453150	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400242	MunÌƒeco de Trapo	Gustavo Lastra	0	1	MXF601400242	0	Fonarte Latino, S.A. de C.V.	
MX	820453150	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400242	MunÌƒeco de Trapo	Gustavo Lastra	0	1	MXF601400242	1	Fonarte Latino, S.A. de C.V.	
MX	820453152	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400243	Piensa en MÃ­	Gustavo Lastra	0	1	MXF601400243	0	Fonarte Latino, S.A. de C.V.	
MX	820453153	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400244	Como La Marea	Gustavo Lastra	0	1	MXF601400244	1	Fonarte Latino, S.A. de C.V.	
MX	820453154	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400245	Tu Nombre	Gustavo Lastra	0	1	MXF601400245	0	Fonarte Latino, S.A. de C.V.	
MX	820453155	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400246	Estas Piedras Secas	Gustavo Lastra	0	1	MXF601400246	0	Fonarte Latino, S.A. de C.V.	
MX	820453156	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400247	Nuevo Sentimiento	Gustavo Lastra	0	1	MXF601400247	0	Fonarte Latino, S.A. de C.V.	
MX	820453157	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400248	Siente	Gustavo Lastra	0	1	MXF601400248	0	Fonarte Latino, S.A. de C.V.	
MX	820453158	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400249	Canto AnoÌnimo	Gustavo Lastra	0	1	MXF601400249	0	Fonarte Latino, S.A. de C.V.	
MX	820453160	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400251	El Amor	Gustavo Lastra	0	1	MXF601400251	0	Fonarte Latino, S.A. de C.V.	
MX	826665759	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400311	MÃ¡s DaÃ±o Me Hizo Tu Amor	JosÃ© Fors	0	1	MXF601400311	0	Fonarte Latino, S.A. de C.V.	
MX	826665763	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400313	Mesa para Uno	Francisco Familiar	0	1	MXF601400313	0	Fonarte Latino, S.A. de C.V.	
MX	826665770	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400315	Cenizas	Big Javi	0	1	MXF601400315	0	Fonarte Latino, S.A. de C.V.	
MX	834449909	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400335	Himno A Konk	Banda Regional Mixe	0	1	MXF601400335	0	Fonarte Latino, S.A. de C.V.	
MX	834449937	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400340	Mixe Power	Banda Regional Mixe	0	1	MXF601400340	0	Fonarte Latino, S.A. de C.V.	
MX	844286938	Apple One Individual Monthly PAID	7	0.056829	0.397803	MXN	MXF601400345	Lo Que Te Llevas	Salvador AviÃ±a	0	1	MXF601400345	0	Fonarte Latino, S.A. de C.V.	
MX	844286941	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400346	Dime Que Hacer	Salvador AviÃ±a	0	1	MXF601400346	0	Fonarte Latino, S.A. de C.V.	
MX	844286942	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400347	Si Te Vas	Salvador AviÃ±a	0	1	MXF601400347	0	Fonarte Latino, S.A. de C.V.	
MX	844286943	Apple One Individual Monthly PAID	8	0.056829	0.454632	MXN	MXF601400348	Â¿DÃ³nde QuedÃ³ El Amor?	Salvador AviÃ±a	0	1	MXF601400348	0	Fonarte Latino, S.A. de C.V.	
MX	844286948	Apple One Individual Monthly PAID	8	0.056829	0.454632	MXN	MXF601400349	Antes de Decir AdiÃ³s	Salvador AviÃ±a	0	1	MXF601400349	0	Fonarte Latino, S.A. de C.V.	
MX	844286949	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400350	No Eres La Ãšltima en Mi Vida	Salvador AviÃ±a	0	1	MXF601400350	0	Fonarte Latino, S.A. de C.V.	
MX	844286952	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400352	Me Voy	Salvador AviÃ±a	0	1	MXF601400352	0	Fonarte Latino, S.A. de C.V.	
MX	844286957	Apple One Individual Monthly PAID	48	0.056829	2.727792	MXN	MXF601400355	Bien Sabes Que Te Amaba	Salvador AviÃ±a	0	1	MXF601400355	0	Fonarte Latino, S.A. de C.V.	
MX	844286959	Apple One Individual Monthly PAID	7	0.056829	0.397803	MXN	MXF601400356	Se Te Nota	Salvador AviÃ±a	0	1	MXF601400356	0	Fonarte Latino, S.A. de C.V.	
MX	847580524	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400371	Ella	Carlos MacÃ­as	0	1	MXF601400371	0	Fonarte Latino, S.A. de C.V.	
MX	859446887	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601000486	Alquimista	Gerardo Enciso	0	1	MXF601000486	0	Fonarte Latino, S.A. de C.V.	
MX	859446894	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000493	Es por Ti	Gerardo Enciso	0	1	MXF601000493	0	Fonarte Latino, S.A. de C.V.	
MX	859449044	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000209	Los Normales	JosÃ© Fors	0	1	MXF601000209	0	Fonarte Latino, S.A. de C.V.	
MX	859449045	Apple One Individual Monthly PAID	13	0.056829	0.738777	MXN	MXF601000210	Cruel	JosÃ© Fors	0	1	MXF601000210	0	Fonarte Latino, S.A. de C.V.	
MX	859449046	Apple One Individual Monthly PAID	23	0.056829	1.307067	MXN	MXF601000211	Bajo Advertencia	JosÃ© Fors	0	1	MXF601000211	0	Fonarte Latino, S.A. de C.V.	
MX	859449047	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601000212	Nada Cambia	JosÃ© Fors	0	1	MXF601000212	0	Fonarte Latino, S.A. de C.V.	
MX	859449048	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000213	Departamento de Devoluciones	JosÃ© Fors	0	1	MXF601000213	0	Fonarte Latino, S.A. de C.V.	
MX	859449049	Apple One Individual Monthly PAID	10	0.056829	0.56829	MXN	MXF601000214	El Hombre de La Marcha	JosÃ© Fors	0	1	MXF601000214	0	Fonarte Latino, S.A. de C.V.	
MX	859449050	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000215	ManÌƒana Nunca LlegaraÌ	JosÃ© Fors	0	1	MXF601000215	0	Fonarte Latino, S.A. de C.V.	
MX	859449051	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601000216	Piel Fiel	JosÃ© Fors	0	1	MXF601000216	0	Fonarte Latino, S.A. de C.V.	
MX	859449052	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601000217	Fly High	JosÃ© Fors	0	1	MXF601000217	0	Fonarte Latino, S.A. de C.V.	
MX	859449053	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601000218	Adicto a Tu Dolor	JosÃ© Fors	0	1	MXF601000218	0	Fonarte Latino, S.A. de C.V.	
MX	859449054	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000219	Â¿QuiÃ©n Soy Yo?	JosÃ© Fors	0	1	MXF601000219	0	Fonarte Latino, S.A. de C.V.	
MX	859449055	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601000220	Muerte X Amor	JosÃ© Fors	0	1	MXF601000220	0	Fonarte Latino, S.A. de C.V.	
MX	859449056	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000221	I Am The Fox	JosÃ© Fors	0	1	MXF601000221	0	Fonarte Latino, S.A. de C.V.	
MX	859449057	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000222	El Bulto	JosÃ© Fors	0	1	MXF601000222	0	Fonarte Latino, S.A. de C.V.	
MX	859449059	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000223	Sin Palabras	JosÃ© Fors	0	1	MXF601000223	0	Fonarte Latino, S.A. de C.V.	
MX	859449060	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601000224	Yo Y Tu (feat. La High)	JosÃ© Fors	0	1	MXF601000224	0	Fonarte Latino, S.A. de C.V.	
MX	859453866	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400265	Piensa en MÃ­	Chavela Vargas	0	1	MXF601400265	0	Fonarte Latino, S.A. de C.V.	
MX	859453869	Apple One Individual Monthly PAID	20	0.056829	1.13658	MXN	MXF601400268	Vereda Tropical	Chavela Vargas	0	1	MXF601400268	0	Fonarte Latino, S.A. de C.V.	
MX	859453872	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400270	Cruz de Olvido	Chavela Vargas	0	1	MXF601400270	0	Fonarte Latino, S.A. de C.V.	
MX	859453873	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400271	Somos	Chavela Vargas	0	1	MXF601400271	0	Fonarte Latino, S.A. de C.V.	
MX	859574541	Apple One Individual Monthly PAID	6	0.056829	0.340974	MXN	MXF601400276	Obertura	JosÃ© Fors	0	1	MXF601400276	0	Fonarte Latino, S.A. de C.V.	
MX	859574543	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400277	Pena De Muerte	JosÃ© Fors	0	1	MXF601400277	0	Fonarte Latino, S.A. de C.V.	
MX	859574546	Apple One Individual Monthly PAID	12	0.056829	0.681948	MXN	MXF601400278	Victor Von Frankenstein	JosÃ© Fors	0	1	MXF601400278	0	Fonarte Latino, S.A. de C.V.	
MX	859574546	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400278	Victor Von Frankenstein	JosÃ© Fors	0	1	MXF601400278	1	Fonarte Latino, S.A. de C.V.	
MX	859574551	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400279	El SÃºper Hombre	JosÃ© Fors	0	1	MXF601400279	0	Fonarte Latino, S.A. de C.V.	
MX	859574578	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400280	SoÌlo Unas Horas	JosÃ© Fors	0	1	MXF601400280	0	Fonarte Latino, S.A. de C.V.	
MX	859574579	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400281	No Fallaremos	JosÃ© Fors	0	1	MXF601400281	0	Fonarte Latino, S.A. de C.V.	
MX	859574581	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400282	La Tormenta Perfecta	JosÃ© Fors	0	1	MXF601400282	0	Fonarte Latino, S.A. de C.V.	
MX	859574582	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400283	Â¿QueÌ Hacer con Este Ser?	JosÃ© Fors	0	1	MXF601400283	0	Fonarte Latino, S.A. de C.V.	
MX	859574584	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400284	AbominaciÃ³n	JosÃ© Fors	0	1	MXF601400284	0	Fonarte Latino, S.A. de C.V.	
MX	859574585	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400285	Tiempo Para MÃ­	JosÃ© Fors	0	1	MXF601400285	0	Fonarte Latino, S.A. de C.V.	
MX	859574589	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400287	Flotan	JosÃ© Fors	0	1	MXF601400287	0	Fonarte Latino, S.A. de C.V.	
MX	859574590	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400288	Tragedia Y Venganza	JosÃ© Fors	0	1	MXF601400288	0	Fonarte Latino, S.A. de C.V.	
MX	859574591	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400289	Los de Lacey	JosÃ© Fors	0	1	MXF601400289	0	Fonarte Latino, S.A. de C.V.	
MX	859574592	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400290	Solo	JosÃ© Fors	0	1	MXF601400290	0	Fonarte Latino, S.A. de C.V.	
MX	859574593	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400291	Â¿QuieÌn Soy Yo?	JosÃ© Fors	0	1	MXF601400291	0	Fonarte Latino, S.A. de C.V.	
MX	859574614	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400293	ProvocareÌ Terror	JosÃ© Fors	0	1	MXF601400293	0	Fonarte Latino, S.A. de C.V.	
MX	859574616	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400294	Como Quiero Verte	JosÃ© Fors	0	1	MXF601400294	0	Fonarte Latino, S.A. de C.V.	
MX	859574618	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400296	El Acuerdo	JosÃ© Fors	0	1	MXF601400296	0	Fonarte Latino, S.A. de C.V.	
MX	859574623	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400297	El Origen	JosÃ© Fors	0	1	MXF601400297	0	Fonarte Latino, S.A. de C.V.	
MX	859574668	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400300	Â¿DoÌnde Se Esconde?	JosÃ© Fors	0	1	MXF601400300	0	Fonarte Latino, S.A. de C.V.	
MX	859574670	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400301	Dame Una Pareja	JosÃ© Fors	0	1	MXF601400301	0	Fonarte Latino, S.A. de C.V.	
MX	859574677	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400303	La FeÌmina	JosÃ© Fors	0	1	MXF601400303	0	Fonarte Latino, S.A. de C.V.	
MX	859574713	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400304	CreacioÌn Y DestruccioÌn	JosÃ© Fors	0	1	MXF601400304	0	Fonarte Latino, S.A. de C.V.	
MX	859574724	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400305	PremonicioÌn	JosÃ© Fors	0	1	MXF601400305	0	Fonarte Latino, S.A. de C.V.	
MX	859574728	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400306	El Pago	JosÃ© Fors	0	1	MXF601400306	0	Fonarte Latino, S.A. de C.V.	
MX	859574732	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400308	Encuentro Final	JosÃ© Fors	0	1	MXF601400308	0	Fonarte Latino, S.A. de C.V.	
MX	859574745	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400310	EpiÌlogo	JosÃ© Fors	0	1	MXF601400310	0	Fonarte Latino, S.A. de C.V.	
MX	859576455	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400193	La BitÃ¡cora del CapitÃ¡n	JosÃ© Fors	0	1	MXF601400193	0	Fonarte Latino, S.A. de C.V.	
MX	869452741	Apple One Individual Monthly PAID	6	0.056829	0.340974	MXN	MXF601400429	De Antes	La Groovy Band, Iraida Noriega	0	1	MXF601400429	0	Fonarte Latino, S.A. de C.V.	
MX	869452745	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400433	Sigo Intentando	La Groovy Band, Iraida Noriega	0	1	MXF601400433	0	Fonarte Latino, S.A. de C.V.	
MX	878243915	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400507	Scheherazade	Marc Osterer	0	1	MXF601400507	0	Fonarte Latino, S.A. de C.V.	
MX	881545802	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400530	Puede Ser	Miguel Inzunza	0	1	MXF601400530	0	Fonarte Latino, S.A. de C.V.	
MX	881545803	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400531	FÃ¡brica de Aves	Miguel Inzunza	0	1	MXF601400531	1	Fonarte Latino, S.A. de C.V.	
MX	881545803	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400531	FÃ¡brica de Aves	Miguel Inzunza	0	1	MXF601400531	0	Fonarte Latino, S.A. de C.V.	
MX	881545804	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400532	Por Lo Que Fui	Miguel Inzunza	0	1	MXF601400532	1	Fonarte Latino, S.A. de C.V.	
MX	881545804	Apple One Individual Monthly PAID	10	0.056829	0.56829	MXN	MXF601400532	Por Lo Que Fui	Miguel Inzunza	0	1	MXF601400532	0	Fonarte Latino, S.A. de C.V.	
MX	881545806	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400533	Crash	Miguel Inzunza	0	1	MXF601400533	1	Fonarte Latino, S.A. de C.V.	
MX	881545806	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400533	Crash	Miguel Inzunza	0	1	MXF601400533	0	Fonarte Latino, S.A. de C.V.	
MX	881545807	Apple One Individual Monthly PAID	16	0.056829	0.909264	MXN	MXF601400534	El DÃ­a Que No Existimos	Miguel Inzunza	0	1	MXF601400534	0	Fonarte Latino, S.A. de C.V.	
MX	881545807	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400534	El DÃ­a Que No Existimos	Miguel Inzunza	0	1	MXF601400534	1	Fonarte Latino, S.A. de C.V.	
MX	881545840	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400535	Diario de Un Amante	Miguel Inzunza	0	1	MXF601400535	1	Fonarte Latino, S.A. de C.V.	
MX	881545840	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400535	Diario de Un Amante	Miguel Inzunza	0	1	MXF601400535	0	Fonarte Latino, S.A. de C.V.	
MX	881545864	Apple One Individual Monthly PAID	22	0.056829	1.250238	MXN	MXF601400536	Trapecistas	Miguel Inzunza	0	1	MXF601400536	0	Fonarte Latino, S.A. de C.V.	
MX	881545864	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400536	Trapecistas	Miguel Inzunza	0	1	MXF601400536	1	Fonarte Latino, S.A. de C.V.	
MX	881545865	Apple One Individual Monthly PAID	27	0.056829	1.534383	MXN	MXF601400537	Romance de Segundos	Miguel Inzunza	0	1	MXF601400537	0	Fonarte Latino, S.A. de C.V.	
MX	881545865	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400537	Romance de Segundos	Miguel Inzunza	0	1	MXF601400537	1	Fonarte Latino, S.A. de C.V.	
MX	881545866	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400538	Cuando Es MÃ­a	Miguel Inzunza	0	1	MXF601400538	1	Fonarte Latino, S.A. de C.V.	
MX	881545866	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400538	Cuando Es MÃ­a	Miguel Inzunza	0	1	MXF601400538	0	Fonarte Latino, S.A. de C.V.	
MX	881545868	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400539	Bella	Miguel Inzunza	0	1	MXF601400539	1	Fonarte Latino, S.A. de C.V.	
MX	881545868	Apple One Individual Monthly PAID	14	0.056829	0.795606	MXN	MXF601400539	Bella	Miguel Inzunza	0	1	MXF601400539	0	Fonarte Latino, S.A. de C.V.	
MX	881545869	Apple One Individual Monthly PAID	23	0.056829	1.307067	MXN	MXF601400540	PasarÃ¡n (feat. Los Claxons)	Miguel Inzunza	0	1	MXF601400540	0	Fonarte Latino, S.A. de C.V.	
MX	881545870	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400541	Testigo del Desfile de Los DÃ­as	Miguel Inzunza	0	1	MXF601400541	1	Fonarte Latino, S.A. de C.V.	
MX	881545870	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400541	Testigo del Desfile de Los DÃ­as	Miguel Inzunza	0	1	MXF601400541	0	Fonarte Latino, S.A. de C.V.	
MX	881545871	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400542	Contra Un Beso	Miguel Inzunza	0	1	MXF601400542	0	Fonarte Latino, S.A. de C.V.	
MX	881547602	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400568	CrÃ­a Cuerdos	Jaime LÃ³pez	0	1	MXF601400568	0	Fonarte Latino, S.A. de C.V.	
MX	881547603	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400569	Cuando Todos Hablan	Jaime LÃ³pez	0	1	MXF601400569	0	Fonarte Latino, S.A. de C.V.	
MX	881547605	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400570	Donde Hubo Fuego	Jaime LÃ³pez	0	1	MXF601400570	0	Fonarte Latino, S.A. de C.V.	
MX	881547607	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400571	El Amor Es Pasajero	Jaime LÃ³pez	0	1	MXF601400571	0	Fonarte Latino, S.A. de C.V.	
MX	881547608	Apple One Individual Monthly PAID	3	0.056829	0.170487	MXN	MXF601400572	El Muerto y el Arrimado	Jaime LÃ³pez	0	1	MXF601400572	0	Fonarte Latino, S.A. de C.V.	
MX	881547609	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400573	El Tiempo No Anda para AtrÃ¡s	Jaime LÃ³pez	0	1	MXF601400573	0	Fonarte Latino, S.A. de C.V.	
MX	881547610	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400574	Es Tan Poco el Amor	Jaime LÃ³pez	0	1	MXF601400574	0	Fonarte Latino, S.A. de C.V.	
MX	881547616	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400579	Piedra Que Va Rodando	Jaime LÃ³pez	0	1	MXF601400579	0	Fonarte Latino, S.A. de C.V.	
MX	881547617	Apple One Individual Monthly PAID	1	0.056829	0.056829	MXN	MXF601400580	Quien con Lobos Se Junta	Jaime LÃ³pez	0	1	MXF601400580	0	Fonarte Latino, S.A. de C.V.	
MX	881548032	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400544	Llover	Miguel Inzunza	0	1	MXF601400544	0	Fonarte Latino, S.A. de C.V.	
MX	881548034	Apple One Individual Monthly PAID	22	0.056829	1.250238	MXN	MXF601400545	Respira	Miguel Inzunza	0	1	MXF601400545	0	Fonarte Latino, S.A. de C.V.	
MX	881548036	Apple One Individual Monthly PAID	5	0.056829	0.284145	MXN	MXF601400546	CrecÃ­ en Un Barrio	Miguel Inzunza	0	1	MXF601400546	0	Fonarte Latino, S.A. de C.V.	
MX	881548038	Apple One Individual Monthly PAID	4	0.056829	0.227316	MXN	MXF601400547	En Este Lado (feat. Leo Minax)	Miguel Inzunza	0	1	MXF601400547	0	Fonarte Latino, S.A. de C.V.	
MX	881548043	Apple One Individual Monthly PAID	2	0.056829	0.113658	MXN	MXF601400548	Hacker	Miguel Inzunza	0	1	MXF601400548	0	Fonarte Latino, S.A. de C.V.	
MX	881548044	Apple One Individual Monthly PAID	8	0.056829	0.454632	MXN	MXF601400549	MultiplÃ­cate	Miguel Inzunza	0	1	MXF601400549	0	Fonarte Latino, S.A. de C.V.	
MX	881548051	Apple One Individual Monthly PAID	32	0.056829	1.818528	MXN	MXF601400550	Ay! Soledad	Miguel Inzunza	0	1	MXF601400550	0	Fonarte Latino, S.A. de C.V.	
