Start Date	End Date	UPC	ISRC/ISBN	Vendor Identifier	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Sales or Return	Apple Identifier	Artist/Show/Developer/Author	Title	Label/Studio/Network/Developer/Publisher	Grid	Product Type Identifier	ISAN/Other Identifier	Country Of Sale	Pre-order Flag	Promo Code	Customer Price	Customer Currency	Anio	Mes
08/03/2025	08/30/2025		MXF600600428	MXF600600428	11	9.15	100.65	MXN	S	145983047	Fernando Delgadillo	Hoy Ten Miedo de Mi	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF600600437	MXF600600437	1	9.15	9.15	MXN	S	145983389	Fernando Delgadillo	Amor de Voceador	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF600600319	MXF600600319	2	7.32	14.64	MXN	S	151379085	Real de Catorce	Azul	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600600757	MXF600600757	2	7.32	14.64	MXN	S	152394836	Real de Catorce	Al Rojo de la Tarde	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600600758	MXF600600758	1	7.32	7.32	MXN	S	152394839	Real de Catorce	Lobo	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600600759	MXF600600759	1	7.32	7.32	MXN	S	152394841	Real de Catorce	Beso de Ginebra	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	73.2	73.2	MXN	S	1588805381	Las Ãnimas del Cuarto Obscuro	Las Ãnimas del Cuarto Obscuro	Fonarte Latino, S.A. de C.V.		I		MX			120	MXN	2025	8
08/03/2025	08/30/2025		MXF601200468	MXF601200468	1	7.32	7.32	MXN	S	527837212	Real de Catorce	Blues del Atajo (En Vivo)	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF601200455	MXF601200455	1	7.32	7.32	MXN	S	527837174	Real de Catorce	Mujer Sucia	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF601200454	MXF601200454	1	7.32	7.32	MXN	S	527837173	Real de Catorce	Me Miraba a los Ojos	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	109.8	109.8	MXN	S	514281285	Francisco Barrios "El Mastuerzo"	Guadalupe Reyes	Fonarte Latino SA de CV		I		MX			180	MXN	2025	8
08/03/2025	08/30/2025		MXF601200224	MXF601200224	1	7.32	7.32	MXN	S	509355439	Mane de la Parra	Esperanza del CorazÃ³n	Fonarte Latino SA de CV		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF601100845	MXF601100845	1	7.32	7.32	MXN	S	467550690	Chava Drago A.H.	Â¿CÃ³mo Renuncio a tu Piel?	Fonarte Latino SA de CV		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF601100843	MXF601100843	1	7.32	7.32	MXN	S	467550688	Chava Drago A.H.	Bandido	Fonarte Latino SA de CV		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF601100300	MXF601100300	1	7.32	7.32	MXN	S	437177622	Stahl Metal	En nombre de feat. Arturo Huizar Lvzbel	Fonarte Latino SA de CV		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF601000516	MXF601000516	-1	9.15	-9.15	MXN	R	400605346	Chava Flores	Voy en el Metro	Fonarte Latino SA de CV		H		MX		CMA-C	-15	MXN	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	109.8	109.8	MXN	S	400605326	Chava Flores	Una ColecciÃ³n Inolvidable	Fonarte Latino SA de CV		I		MX			180	MXN	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	109.8	109.8	MXN	S	400605326	Chava Flores	Una ColecciÃ³n Inolvidable	Fonarte Latino SA de CV		I		MX		CMA	180	MXN	2025	8
08/03/2025	08/30/2025		MXF600600933	MXF600600933	1	9.15	9.15	MXN	S	160131243	Angel Cervantes	Calendario de Amor	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF600900723	MXF600900723	1	9.15	9.15	MXN	S	335171833	Mexicanto	El Hombre del Piano	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF601100742	MXF601100742	1	7.32	7.32	MXN	S	456114248	Los Elasticos	El Solitario	Fonarte Latino SA de CV		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600601797	MXF600601797	1	7.32	7.32	MXN	S	160452357	Lyrikas Kontinuas	Criticos (Mexico City)	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	73.2	73.2	MXN	S	178764871	Amparo Ochoa	Cancionero Popular, Vol. 1	Fonarte Latino, S.A. de C.V.		I		MX			120	MXN	2025	8
08/03/2025	08/30/2025		MXF600600362	MXF600600362	1	9.15	9.15	MXN	S	184244702	Los Folkloristas	Yaravi (Huayno, Argentina)	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF600900163	MXF600900163	1	9.15	9.15	MXN	S	319834714	Inspector	BÃ©same Mucho	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF600603363	MXF600603363	1	7.32	7.32	MXN	S	207954020	Jaramar	A la Orilla de un Palmar	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600800330	MXF600800330	1	7.32	7.32	MXN	S	314435617	Terceto de Guitarras de la Ciudad de Mexico	Tierra Mestiza	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600900266	MXF600900266	1	7.32	7.32	MXN	S	317749750	Microphonk	Imperio contraataca	Fonarte Latino, S.A. de C.V.		H		MX			12	MXN	2025	8
08/03/2025	08/30/2025		MXF600900156	MXF600900156	3	9.15	27.45	MXN	S	319834685	Inspector	Es Por Ti	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF600900157	MXF600900157	7	9.15	64.05	MXN	S	319834694	Inspector	Y QuÃ©	Fonarte Latino, S.A. de C.V.		H		MX			15	MXN	2025	8
08/03/2025	08/30/2025		MXF602200288	MXF602200288	1	2.66	2.66	PLN	S	1638174272	Regina Orozco	Livin' la Vida Loca	Fonarte Latino, S.A. de C.V.		H		PL			3.99	PLN	2025	8
08/03/2025	08/30/2025		MXF601000123	MXF601000123	1	8.3	8.3	SEK	S	364390264	Fadi El Saadi	El Saber	Fonarte Latino SA de CV		H		SE			12	SEK	2025	8
08/03/2025	08/30/2025		MXF602000157	MXF602000157	1	0.92	0.92	SGD	S	1502764065	Fadi El Saadi	Enta Omri	Fonarte Latino, S.A. de C.V.		H		SG			1.48	SGD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	5.4	5.4	TRY	S	319834662	Inspector	Inspector	Fonarte Latino, S.A. de C.V.		I		TR			10.99	TRY	2025	8
08/03/2025	08/30/2025		MXF602000161	MXF602000161	1	0.91	0.91	USD	S	1502764069	Fadi El Saadi	Betwanes Beek	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602500143	MXF602500143	2	0.91	1.82	USD	S	1827139010	Alejandra Robles	CanciÃ³n para Lila	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602000498	MXF602000498	1	0.91	0.91	USD	S	1530622747	Alejandra Ãvalos	MÃ©xico en la Piel	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602000086	MXF602000086	1	0.91	0.91	USD	S	1501409518	Carlos MacÃ­as	Huele a Peligro	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602000676	MXF602000676	1	0.91	0.91	USD	S	1542072811	Fadi El Saadi	Hawel Teftekerni (Pt. 2)	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601800555	MXF601800555	1	0.91	0.91	USD	S	1434599340	Alejandra Ãvalos	No Vale La Pena	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602100606	MXF602100606	1	0.91	0.91	USD	S	1575993685	JNS	Esta Historia Me Suena	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602000101	MXF602000101	1	0.91	0.91	USD	S	1500801306	Camila Sodi	A QuiÃ©n Le Importa?	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601900567	MXF601900567	1	0.7	0.7	USD	S	1490484392	Sofia	Mar y Cielo	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7.7	7.7	USD	S	1482678894	Regina Orozco, Omara Portuondo	Pedazos del CorazÃ³n (Homenaje a Ãlvaro Carrillo y AgustÃ­n Lara)	Fonarte Latino, S.A. de C.V.		I		US			10.99	USD	2025	8
08/03/2025	08/30/2025		MXF601500065	MXF601500065	6	0.91	5.46	USD	S	964544784	Paulina Goto	LlÃ©vame Despacio	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601800553	MXF601800553	1	0.91	0.91	USD	S	1434599338	Alejandra Ãvalos	PopurrÃ­ Sinaloa: El Sinaloense / Tristes Recuerdos / Me Nace del CorazÃ³n	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600800330	MXF600800330	1	0.7	0.7	USD	S	314435617	Terceto de Guitarras de la Ciudad de Mexico	Tierra Mestiza	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF602200034	MXF602200034	1	0.91	0.91	USD	S	1606804455	Fadi El Saadi	Laylat Hob Ù„ÙŠÙ„Ø© Ø­ÙØ¨ (Noche de Amor)	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602200446	MXF602200446	1	0.91	0.91	USD	S	1655419503	Santaella	Hoy Todo Va a Salirme Bien	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602300266	MXF602300266	1	0.91	0.91	USD	S	1679634251	Sergio Jurado, Jorge Jurado	Vecinos	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602400189	MXF602400189	1	0.91	0.91	USD	S	1745169027	Fadi El Saadi	Al Raqqisa (Ø§Ù„Ø±Ø§Ù‚ØµÙ‡)	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	2.8	2.8	USD	S	1293393670	Shanti Sagar	Stotras: Saraswati / Mahalakshmi / Annapurna - EP	Fonarte Latino, S.A. de C.V.		I		US			3.99	USD	2025	8
08/03/2025	08/30/2025		MXF601800549	MXF601800549	1	0.91	0.91	USD	S	1434599334	Alejandra Ãvalos	La Madrugada	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602400216	MXF602400216	1	0.91	0.91	USD	S	1749650944	Los Folkloristas	Cuando lo Negro Sea Bello (Cumbia) (Colombia)	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602000286	MXF602000286	1	0.91	0.91	USD	S	1507004247	Pasatono Orquesta	Obertura Maromera	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602400366	MXF602400366	3	0.91	2.73	USD	S	1781715661	Daniela Romo	Amor Amargo	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602400272	MXF602400272	1	0.91	0.91	USD	S	1767883275	Lucero Mijares, Lucero	Caponera (Jardinera)	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF602400270	MXF602400270	1	0.91	0.91	USD	S	1766372207	Alejandra Robles	La Esperanza	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601700082	MXF601700082	1	0.91	0.91	USD	S	1235096692	Carlos MacÃ­as	Tu Olvido (feat. Victor GarcÃ­a) [En Vivo]	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601000123	MXF601000123	1	0.91	0.91	USD	S	364390264	Fadi El Saadi	El Saber	Fonarte Latino SA de CV		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600900152	MXF600900152	1	0.91	0.91	USD	S	319655344	Rodrigo Rojas	Mi Primer Amor	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600601771	MXF600601771	1	0.91	0.91	USD	S	153346551	La Barranca	Perro en el PerifÃ©rico	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	153306961	Santa Sabina	Mar Adentro en la Sangre	Fonarte Latino, S.A. de C.V.		I		US			9.99	USD	2025	8
08/03/2025	08/30/2025		MXF600600428	MXF600600428	1	0.91	0.91	USD	S	145983047	Fernando Delgadillo	Hoy Ten Miedo de Mi	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600600024	MXF600600024	1	0.7	0.7	USD	S	144000780	Pablo MilanÃ©s	Yo Soy un Hombre Sincero	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF600900871	MXF600900871	2	0.91	1.82	USD	S	338347700	Los Folkloristas	Flor de Canela	Fonarte Latino SA de CV		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600602984	MXF600602984	1	0.7	0.7	USD	S	337682152	Santa Sabina	Vampiro	Fonarte Latino SA de CV		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF600900854	MXF600900854	1	0.91	0.91	USD	S	338325603	Los Folkloristas	El cascabel	Fonarte Latino SA de CV		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	338347460	Los Folkloristas	MichoacÃ¡n	Fonarte Latino SA de CV		I		US			9.99	USD	2025	8
08/03/2025	08/30/2025		MXF600900859	MXF600900859	2	0.91	1.82	USD	S	338347524	Los Folkloristas	Danza de los Viejitos	Fonarte Latino SA de CV		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600900860	MXF600900860	2	0.91	1.82	USD	S	338347533	Los Folkloristas	Rosa de Castilla	Fonarte Latino SA de CV		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600602499	MXF600602499	1	0.7	0.7	USD	S	154054212	Amaury PÃ©rez	Hacerte Venir	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601200996	MXF601200996	-2	0.7	-1.4	USD	R	566616460	Carlos MacÃ­as	Olvidarte JamÃ¡s	Fonarte Latino, S.A. de C.V.		H		US		CMA-C	-0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601100643	MXF601100643	1	0.7	0.7	USD	S	448842241	Los MÃºsicos de JosÃ©	El Extractor (Hydroponic Remix by Juan Manuel Ledezma)	Fonarte Latino SA de CV		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	487889918	Eugenia LeÃ³n	Oh Noche (feat. Dimitri Dudin)	Fonarte Latino SA de CV		I		US			9.99	USD	2025	8
08/03/2025	08/30/2025		MXF601301191	MXF601301191	-1	0.91	-0.91	USD	R	765846877	Carlos MacÃ­as	Basta	Fonarte Latino, S.A. de C.V.		H		US		CMA-C	-1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	2	7	14	USD	S	765846846	Carlos MacÃ­as	Mi PasiÃ³n por El Bolero	Fonarte Latino, S.A. de C.V.		I		US		CMA	9.99	USD	2025	8
08/03/2025	08/30/2025		MXF601301146	MXF601301146	1	0.7	0.7	USD	S	738000362	Gommah	Piensa Un Poco En MÃ­	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601300798	MXF601300798	1	0.7	0.7	USD	S	679677134	Evelyn de la Luz	VolverÃ­a a Mentir	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601300508	MXF601300508	1	0.7	0.7	USD	S	639766279	Yuri	Nueva Vida	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601200982	MXF601200982	1	0.7	0.7	USD	S	563622220	Adreann	AzÃºcar Amargo	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601200794	MXF601200794	3	0.7	2.1	USD	S	555716421	Fadi El Saadi	Deg Al Mani	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601200662	MXF601200662	1	0.7	0.7	USD	S	541778047	Yam	QuiÃ©n Soy	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601600326	MXF601600326	1	0.91	0.91	USD	S	1129420134	Burbujas	El Juego de Los Nombres	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600800330	MXF600800330	-1	0.7	-0.7	USD	R	314435617	Terceto de Guitarras de la Ciudad de Mexico	Tierra Mestiza	Fonarte Latino, S.A. de C.V.		H		US		CMA-C	-0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601200226	MXF601200226	1	0.7	0.7	USD	S	509355445	Fernando Allende	Quiero Bailar Contigo	Fonarte Latino SA de CV		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	8.4	8.4	USD	S	154051505	Violeta Parra	Cantos de Chile	Fonarte Latino, S.A. de C.V.		I		US			11.99	USD	2025	8
08/03/2025	08/30/2025		MXF601301194	MXF601301194	1	0.91	0.91	USD	S	765846880	Carlos MacÃ­as	Olvidarte JamÃ¡s	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	922599312	Los Folkloristas	Cantando con La Muerte	Fonarte Latino, S.A. de C.V.		I		US			9.99	USD	2025	8
08/03/2025	08/30/2025		MXF601400884	MXF601400884	1	0.91	0.91	USD	S	922599367	Los Folkloristas	El Huerfanito (Son Huasteco) [MÃ©xico]	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601400890	MXF601400890	2	0.91	1.82	USD	S	922599375	Los Folkloristas	El Coco (Son Jarocho) [MÃ©xico]	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600800318	MXF600800318	-1	0.7	-0.7	USD	R	314435499	Terceto de Guitarras de la Ciudad de Mexico	Flor Silvestre	Fonarte Latino, S.A. de C.V.		H		US		CMA-C	-0.99	USD	2025	8
08/03/2025	08/30/2025		MXF601500189	MXF601500189	1	0.91	0.91	USD	S	980005806	Yolanda Castillo	Dormir Contigo	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601500826	MXF601500826	1	0.91	0.91	USD	S	1055794439	Botellita de Jerez	No Pinches Mames	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF601300878	MXF601300878	1	0.91	0.91	USD	S	1084014848	Alejandra Robles	Alingo Lingo	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600800326	MXF600800326	1	0.7	0.7	USD	S	314435525	Terceto de Guitarras de la Ciudad de Mexico	Contra el Olvido	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7.7	7.7	USD	S	1170234800	Pablo Prieto, Eddie Gomez, Alberto Medina	Triology	Fonarte Latino, S.A. de C.V.		I		US			10.99	USD	2025	8
08/03/2025	08/30/2025		MX3941700001	MX3941700001	1	0.91	0.91	USD	S	1213477523	Daniel Trovatelli	CÃ¡llate y Baila	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	314435472	Terceto de Guitarras de la Ciudad de Mexico	Querencia	Fonarte Latino, S.A. de C.V.		I		US		CMA	9.99	USD	2025	8
08/03/2025	08/30/2025		MXF600900070	MXF600900070	1	0.7	0.7	USD	S	309596278	Lilian Ramirez	De QuÃ© Te Vale Fingir	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	303594704	Ensamble Tierra Mestiza	Ida y Vuelta	Fonarte Latino, S.A. de C.V.		I		US			9.99	USD	2025	8
08/03/2025	08/30/2025		MXF600800190	MXF600800190	1	0.91	0.91	USD	S	292785924	Los Folkloristas	Golpe Tocuyano (Golpe)	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	292749894	Los Folkloristas	Ecuador	Fonarte Latino, S.A. de C.V.		I		US			9.99	USD	2025	8
08/03/2025	08/30/2025		MXF600600925	MXF600600925	1	0.91	0.91	USD	S	187094345	Alejandro Santiago	Por Si No Te Vuelvo a Ver	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600600591	MXF600600591	1	0.91	0.91	USD	S	186653874	Gabino Palomares	La Maldicion de la Malinche	Fonarte Latino, S.A. de C.V.		H		US			1.29	USD	2025	8
08/03/2025	08/30/2025		MXF600602793	MXF600602793	1	0.7	0.7	USD	S	186139522	Amparo Ochoa	La Calaca	Fonarte Latino, S.A. de C.V.		H		US			0.99	USD	2025	8
08/03/2025	08/30/2025	7.50984E+12		7.50984E+12	1	7	7	USD	S	184977302	Los Folkloristas	MÃ©xico	Fonarte Latino, S.A. de C.V.		I		US			9.99	USD	2025	8
